example_id                                                                    | status  | run_time               |
./spec/features/leaderboard/user_views_an_updating_leaderboard_spec.rb[1:5:3] | passed  | 1.67 seconds           |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:1]           | passed  | 0.50988 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:2]           | passed  | 0.62979 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:3]           | passed  | 0.85186 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:4]           | passed  | 0.74345 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:5]           | passed  | 0.55869 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:6]           | passed  | 0.66079 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:7]           | passed  | 0.6606 seconds         |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:8]           | passed  | 0.66419 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:9]           | passed  | 0.62804 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:10]          | passed  | 0.76151 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:11]          | passed  | 0.82957 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:12:1]        | passed  | 0.6697 seconds         |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:12:2]        | passed  | 0.63757 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:12:3]        | passed  | 0.60298 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:13:1]        | passed  | 0.59197 seconds        |
./spec/features/leaderboard/user_views_the_leaderboard_spec.rb[1:13:2]        | passed  | 0.54561 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:1:1]              | passed  | 0.6426 seconds         |
./spec/features/questions/author_edits_a_question_spec.rb[1:1:2]              | passed  | 0.68961 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:1:3]              | passed  | 0.95548 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:2:1]              | passed  | 0.49333 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:2:2]              | passed  | 0.49621 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:1]              | passed  | 0.59144 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:2]              | passed  | 0.86588 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:3:1]            | passed  | 0.7824 seconds         |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:3:2]            | passed  | 1.04 seconds           |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:3:3]            | passed  | 1.1 seconds            |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:4:1]            | passed  | 0.95961 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:4:2]            | passed  | 0.84819 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:4:3]            | passed  | 0.99334 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:4:4]            | passed  | 1.1 seconds            |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:5:1]            | passed  | 0.97025 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:5:2]            | passed  | 0.91807 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:5:3]            | passed  | 0.8357 seconds         |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:6]              | passed  | 0.9024 seconds         |
